altitude,count
0,113931
100,116215
200,118531
300,120932
400,123357
500,125716
600,128229
700,130774
800,133345
900,135931
1000,138500
1100,141189
1200,143854
1300,146657
1400,149482
1500,152336
1600,155270
1700,158292
1800,161273
1900,164227
2000,167356
2100,170549
2200,173717
2300,176933
2400,180262
2500,183674
2600,187056
2700,190527
2800,194062
2900,197495
3000,201211
3100,204886
3200,208716
3300,212410
3400,216471
3500,220425
3600,224472
3700,228479
3800,232488
3900,236712
4000,241024
4100,245501
4200,250059
4300,254537
4400,259045
4500,263751
4600,268451
4700,273233
4800,278118
4900,283113
5000,288103
5100,293229
5200,298371
5300,303679
5400,309203
5500,314617
5600,320296
5700,325924
5800,331600
5900,337314
6000,343126
6100,349048
6200,355194
6300,361334
6400,367580
6500,373871
6600,380265
6700,386827
6800,393416
6900,399978
7000,406522
7100,413335
7200,420250
7300,427243
7400,434438
7500,441723
7600,448885
7700,456199
7800,463632
7900,471181
8000,478672
8100,486036
8200,493140
8300,500167
8400,506961
8500,513643
8600,520352
8700,526716
8800,533060
8900,539273
9000,545321
9100,551342
9200,557265
9300,563263
9400,568982
9500,574631
9600,580118
9700,585629
9800,590815
9900,595748
10000,600767
10100,605662
10200,610205
10300,614877
10400,619403
10500,623830
10600,628126
10700,632229
10800,636225
10900,639977
11000,643421
11100,646870
11200,650363
11300,653657
11400,656670
11500,659561
11600,662074
11700,664560
11800,666960
11900,669223
12000,671366
12100,673310
12200,675027
12300,676679
12400,678167
12500,679486
12600,680487
12700,681356
12800,682207
12900,682703
13000,683078
13100,683191
13200,683267
13300,683118
13400,682646
13500,682017
13600,681379
13700,680321
13800,679340
13900,677897
14000,676347
14100,674840
14200,673079
14300,671000
14400,668728
14500,666472
14600,664035
14700,660974
14800,657989
14900,654755
15000,651214
15100,647614
15200,643994
15300,640076
15400,636083
15500,631895
15600,627554
15700,622852
15800,617971
15900,613239
16000,608407
16100,603520
16200,598610
16300,593963
16400,589168
16500,584365
16600,579532
16700,574719
16800,569825
16900,564963
17000,560114
17100,555190
17200,550561
17300,545805
17400,541058
17500,536387
17600,531724
17700,526952
17800,522317
17900,517720
18000,513058
18100,508317
18200,503697
18300,499070
18400,494591
18500,490064
18600,485538
18700,481150
18800,476684
18900,472237
19000,467869
19100,463435
19200,459032
19300,454657
19400,450411
19500,445994
19600,441845
19700,437591
19800,433304
19900,429029
20000,424736
20100,420611
20200,416476
20300,412286
20400,408253
20500,404198
20600,400037
20700,396063
20800,392009
20900,388022
21000,384108
21100,380114
21200,376102
21300,372268
21400,368418
21500,364667
21600,360865
21700,357060
21800,353252
21900,349490
22000,345810
22100,342153
22200,338397
22300,334837
22400,331261
22500,327601
22600,324025
22700,320507
22800,317137
22900,313744
23000,310376
23100,307089
23200,303628
23300,300303
23400,296957
23500,293797
23600,290514
23700,287319
23800,284064
23900,280993
24000,277853
24100,274705
24200,271554
24300,268562
24400,265555
24500,262677
24600,259698
24700,256722
24800,253895
24900,251016
25000,248118
25100,245272
25200,242578
25300,239820
25400,237136
25500,234509
25600,231836
25700,229163
25800,226534
25900,223903
26000,221355
26100,218825
26200,216300
26300,213736
26400,211282
26500,208781
26600,206256
26700,203933
26800,201533
26900,199181
27000,196780
27100,194578
27200,192228
27300,189915
27400,187685
27500,185503
27600,183330
27700,181091
27800,178944
27900,176898
28000,174813
28100,172770
28200,170721
28300,168694
28400,166687
28500,164613
28600,162655
28700,160706
28800,158744
28900,156815
29000,154932
29100,153029
29200,151181
29300,149273
29400,147405
29500,145610
29600,143881
29700,142170
29800,140391
29900,138672
30000,136996
30100,135294
30200,133621
30300,131951
30400,130335
30500,128734
30600,127186
30700,125578
30800,124003
30900,122429
31000,120868
31100,119386
31200,117913
31300,116375
31400,114935
31500,113568
31600,112186
31700,110764
31800,109464
31900,108122
32000,106811
32100,105492
32200,104203
32300,102916
32400,101657
32500,100398
32600,99136
32700,97975
32800,96774
32900,95607
33000,94482
33100,93333
33200,92152
33300,91015
33400,89828
33500,88747
33600,87674
33700,86605
33800,85547
33900,84494
34000,83456
34100,82382
34200,81329
34300,80279
34400,79243
34500,78291
34600,77306
34700,76346
34800,75321
34900,74402
35000,73521
35100,72611
35200,71686
35300,70723
35400,69824
35500,68912
35600,68081
35700,67196
35800,66350
35900,65549
36000,64716
36100,63892
36200,63078
36300,62287
36400,61473
36500,60638
36600,59824
36700,59109
36800,58325
36900,57603
37000,56836
37100,56110
37200,55405
37300,54668
37400,53984
37500,53296
37600,52614
37700,51900
37800,51215
37900,50546
38000,49892
38100,49309
38200,48689
38300,48073
38400,47461
38500,46868
38600,46287
38700,45663
38800,45099
38900,44528
39000,43948
39100,43393
39200,42815
39300,42251
39400,41699
39500,41133
39600,40637
39700,40169
39800,39660
39900,39159
40000,38655
40100,38183
40200,37727
40300,37195
40400,36737
40500,36292
40600,35840
40700,35375
40800,34913
40900,34448
41000,33988
41100,33576
41200,33151
41300,32737
41400,32334
41500,31945
41600,31538
41700,31134
41800,30720
41900,30333
42000,29933
42100,29549
42200,29159
42300,28767
42400,28383
42500,27992
42600,27632
42700,27278
42800,26924
42900,26587
43000,26245
43100,25887
43200,25578
43300,25222
43400,24910
43500,24559
43600,24255
43700,23940
43800,23619
43900,23299
44000,23010
44100,22740
44200,22439
44300,22123
44400,21838
44500,21547
44600,21267
44700,21007
44800,20726
44900,20470
45000,20200
45100,19914
45200,19656
45300,19397
45400,19132
45500,18862
45600,18619
45700,18406
45800,18171
45900,17926
46000,17682
46100,17473
46200,17222
46300,16991
46400,16795
46500,16607
46600,16393
46700,16183
46800,15988
46900,15776
47000,15568
47100,15394
47200,15195
47300,15024
47400,14844
47500,14642
47600,14439
47700,14260
47800,14087
47900,13883
48000,13721
48100,13530
48200,13342
48300,13169
48400,13004
48500,12838
48600,12672
48700,12511
48800,12341
48900,12157
49000,11986
49100,11834
49200,11665
49300,11535
49400,11385
49500,11247
49600,11113
